obsid	ucdpid	dyadid	side_a	acr	side_b	startdate	enddate	oldid	oldconfid	olddyadid	extraterritorial	rebpolwing	rebpolwinglegal	rebestimate	rebestlow	rebesthigh	rebstrength	centcontrol	strengthcent	mobcap	armsproc	fightcap	terrcont	terrname	effterrcont	conflicttype	transconstsupp	rebextpart	rebpresosts	presname	rebel.support	rtypesup	rsupname	gov.support	gtypesup	gsupname	govextpart	type.of.termination	victory.side	prevactive	prevact.ref	oldobsid
NSA.3.4-1459	191	3	Algeria	ALG	GIA	1993-01-01	2003-12-31	2930	2930	2930-3	0	no	NA	1525	50	3000	much weaker	yes	low	moderate	low	low	no	NA	NA	civil war	tacit	alleged	some	Morocco	explicit	military	Sudan; possibly Iran	explicit	military	France; Egypt; Tunisia; Niger	no	5	NA	0		NSA.3.3-1453
NSA.3.4-1462	191	4	Algeria	ALG	AQIM	1999-01-01	2011-12-31	NA	NA	NA	0	no	NA	500	30	2000	much weaker	yes	moderate	low	low	low	no	NA	NA	terrorist	no	no	no	NA	no	NA	NA	explicit	military	United States, Morocco, Chad, Mali, Niger	no	NA	NA	1	NSA.3.4-1459	NSA.3.3-1456
NSA.3.4-1465	192	190	Angola	ANG	FLEC–FAC	1994-1-1	1996-12-31	NA	NA	NA	0	explicit link	no	500	400	600	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	some	Republic of Congo	no	NA	NA	no	NA	NA	no	NA	NA	0		NSA.3.3-1459
NSA.3.4-1468	192	190	Angola	ANG	FLEC–FAC	1997-1-1	1998-12-31	NA	NA	NA	0	explicit link	no	500	400	600	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	some	Republic of Congo	no	NA	NA	explicit	military	DRC, Republic of Congo	no	5	NA	1	NSA.3.4-1465	NSA.3.3-1462
NSA.3.4-1471	192	190	Angola	ANG	FLEC–FAC	2002-01-01	2009-12-31	NA	NA	NA	0	explicit link	no	300	300	2000	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	1	NSA.3.4-1465,NSA.3.4-1468	NSA.3.3-1465
NSA.3.4-1474	192	191	Angola	ANG	FLEC	1991-06-03	1997-12-31	2940	2940	2940-1	0	explicit link	yes	900	900	900	much weaker	no	NA	moderate	low	low	no	NA	NA	secessionist conflict	no	no	extensive	DRC; Congo-Brazz	explicit	military	Congo-Brazz; DRC	explicit	troops	Cuba	no	5	NA	0		NSA.3.3-1468
NSA.3.4-1477	192	191	Angola	ANG	FLEC	2002-01-01	2002-12-31	2940	2940	2940-1	0	explicit link	yes	900	900	900	much weaker	no	NA	moderate	low	low	no	NA	NA	secessionist conflict	no	no	some	DRC; Congo-Brazz	no	NA		explicit	military	Congo-Brazz; DRC	no	5	NA	1	NSA.3.4-1474	NSA.3.3-1471
NSA.3.4-1480	193	361	Azerbaijan	AZE	Republic of Nagorno-Karabakh	1991-12-30	1994-05-04	2950	2950	2950-1	0	no	NA	10000	1500	10000	weaker	yes	moderate	moderate	low	low	yes	Republic of Nagorno-Karabakh	high	secessionist conflict	explicit	alleged	no		explicit	military	Armenia	no	NA		no	3	NA	0		NSA.3.3-1474
NSA.3.4-1483	193	361	Azerbaijan	AZE	Republic of Nagorno-Karabakh	2005-01-01	2005-12-31	NA	NA	NA	0	explicit link	no	19000	18500	20000	parity	yes	high	high	high	high	yes	Nagorno-Karabakh	high	secessionist conflict	explicit	alleged	no	NA	explicit	military	Armenia	no	NA	NA	no	5	NA	1	NSA.3.4-1480	NSA.3.3-1477
NSA.3.4-1486	194	292	Bosnia and Herzegovina	BOS	Serbian Republic of Bosnia and Herzegovina	1992-04-07	1995-12-14	2960	2960	2960-1	0	no	NA	62500	40000	80000	parity	yes	high	moderate	moderate	moderate	yes	Serbian Republic of Bosnia and Herzegovina	high	civil war	explicit	major	some	Yugoslavia	explicit	troops	Yugoslavia; Russia provided diplomatic support	explicit	non-military	Islamic Conference; Turkey	no	1	NA	0		NSA.3.3-1480
NSA.3.4-1489	194	300	Bosnia and Herzegovina	BOS	Serbian irregulars	1992-04-07	1995-12-14	2960	2960	2960-2	0	no	NA	NA	NA	NA	weaker	yes	high	moderate	moderate	moderate	no	NA	NA	civil war	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	1	NA	0		NSA.3.3-1483
NSA.3.4-1492	195	291	Croatia	CRO	Serbian irregulars	1992-07-01	1992-12-31	2970	2970	2970-1	0	no	NA	16000	16000	16000	weaker	yes	high	low	moderate	moderate	no	NA	NA	secessionist conflict	NA	NA	NA		NA	NA	.	NA	NA	.	NA	4	1	0		NSA.3.3-1486
NSA.3.4-1495	195	303	Croatia	CRO	Serbian Republic of Krajina	1992-01-01	1995-11-12	2970	2970	2970-2	0	no	NA	42500	35000	50000	weaker	yes	high	moderate	moderate	moderate	yes	Serbian Republic of Krajina	high	secessionist conflict	explicit	major	NA		explicit	military	Yugoslavia	explicit	military	Slovenia; Hungary	minor	4	1	0		NSA.3.3-1489
NSA.3.4-1498	196	241	Egypt	EGY	al-Gamaa al-Islamiyya	1993-03-17	1998-12-31	2980	2980	2980-1	0	no	NA	6000	3000	9000	weaker	NA	NA	moderate	low	low	no	NA	NA	civil war	explicit	major	some	multiple	explicit	military	Sudan  	explicit	military	USA	no	5	NA	0		NSA.3.3-1492
NSA.3.4-1501	197	259	Georgia	GRG	Republic of Abkhazia	1992-08-16	1993-12-01	2990	2990	2990-1	0	no	NA	5000	5000	5000	weaker	yes	high	moderate	moderate	moderate	yes	Republic of Abkhazia	high	secessionist conflict	explicit	major	no		no	NA		explicit	military	Russia  	no	1	NA	0		NSA.3.3-1495
NSA.3.4-1504	198	297	Georgia	GRG	Republic of South Ossetia	1992-06-09	1992-07-14	3000	3000	3000-1	0	no	NA	3000	3000	3000	weaker	no	NA	moderate	low	low	yes	Republic of South Ossetia	moderate	secessionist conflict	tacit	no	no		alleged	NA		no	NA		no	2	NA	0		NSA.3.3-1498
NSA.3.4-1507	198	297	Georgia	GRG	Republic of South Ossetia	2004-08-19	2004-08-19	NA	NA	NA	0	explicit link	no	2000	2000	2000	weaker	yes	high	moderate	moderate	moderate	yes	South Ossetia	high	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	1	NSA.3.4-1504	NSA.3.3-1501
NSA.3.4-1510	198	297	Georgia	GRG	Republic of South Ossetia	2008-08-08	2008-12-31	NA	NA	NA	0	explicit link	no	3000	3000	3000	weaker	yes	high	moderate	moderate	moderate	yes	South Ossetia	high	secessionist conflict	no	no	no	NA	explicit	troops	Russia	no	NA	NA	no	1	NA	1	NSA.3.4-1504,NSA.3.4-1507	NSA.3.3-1504
NSA.3.4-1513	199	367	Moldova	MLD	Dniestr Republic	1992-03-01	1992-07-21	3010	3010	3010-1	0	no	NA	4000	4000	4000	parity	yes	high	moderate	high	moderate	yes	Dneistr Republic	moderate	secessionist conflict	tacit	no	no		explicit	non-military	Russia	explicit	military	Romania	no	3	NA	0		NSA.3.3-1507
NSA.3.4-1516	200	353	Tajikistan, Russia, Uzbekistan	TAJ	UTO	1992-06-29	1998-12-31	3020	3020	3020-1	0	explicit link	yes	16000	16000	16000	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	explicit	alleged	extensive	Afghanistan	no	NA		explicit	military	Russia; Uzbekistan	no	1	NA	0		NSA.3.3-1510
NSA.3.4-1519	200	415	Tajikistan	TAJ	Movement for Peace in Tajikistan	1998-11-04	1998-11-09	3020	3020	3020-2	0	explicit link	NA	1000	1000	1000	weaker	yes	moderate	low	moderate	low	no	NA	NA	civil war	no	minor	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1513
NSA.3.4-1522	201	362	Azerbaijan	AZE	Husseinov Military Faction	1993-06-04	1993-06-21	3030	3030	3030-1	0	no	NA	NA	NA	NA	stronger	yes	high	low	moderate	high	no	NA	NA	coup d'etat	no	no	extensive	Russia	explicit	military	Russia	no	NA		no	4	2	0		NSA.3.3-1516
NSA.3.4-1525	201	407	Azerbaijan	AZE	OPON forces	1995-03-15	1995-03-17	3030	3030	3030-2	0	explicit link	yes	3000	3000	3000	weaker	yes	high	low	moderate	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1519
NSA.3.4-1528	202	294	Bosnia and Herzegovina	BOS	Autonomous Province of Western Bosnia	1993-10-03	1995-12-14	3040	3040	3040-1	0	explicit link	yes	NA	NA	NA	much weaker	yes	high	low	low	low	yes	Autonomous Province of Western Bosnia	high	civil war	no	minor	no		no	NA		explicit	non-military	members of Islamic Conference; Turkey	no	4	1	0		NSA.3.3-1522
NSA.3.4-1531	203	293	Bosnia and Herzegovina	BOS	Croatian Republic of Bosnia and Herzegovina	1993-04-01	1994-03-18	3050	3050	3050-2	0	no	NA	50000	50000	50000	parity	yes	moderate	moderate	moderate	moderate	yes	Croatian Republic of Bosnia and Herzegovina	high	secessionist conflict	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	1	NA	0		NSA.3.3-1525
NSA.3.4-1534	203	301	Bosnia and Herzegovina	BOS	Croatian irregulars	1993-04-01	1994-03-18	3050	3050	3050-3	0	no	NA	16000	1000	45000	weaker	yes	NA	low	NA	moderate	no	NA	NA	secessionist conflict	NA	NA	NA	.	NA	NA	.	NA	NA	.	NA	1	NA	0		NSA.3.3-1528
NSA.3.4-1537	204	350	Russia	RUS	Parliamentary forces	1993-10-03	1993-10-04	3070	3070	3070-1	0	explicit link	yes	40000	40000	40000	much weaker	yes	high	moderate	low	low	no	NA	NA	civil war	no	no	no		no	NA		no	NA		no	4	1	0		NSA.3.3-1531
NSA.3.4-1540	205	230	Mexico	MEX	EZLN	1994-01-01	1994-01-12	3080	3080	3080-1	0	no	NA	400	200	600	weaker	yes	high	moderate	low	moderate	yes	Chiapas	low	civil war	no	no	no		no	NA		no	NA		no	1	NA	0		NSA.3.3-1534
NSA.3.4-1543	205	299	Mexico	MEX	EPR	1996-06-28	1996-12-31	NA	NA	NA	0	no	NA	500	500	500	weaker	yes	high	low	low	low	no	NA	NA	communist rebellion	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1537
NSA.3.4-1546	206	348	Russia	RUS	Republic of Chechnya	1994-12-11	1996-08-31	3090	3090.1	3090.1-1	0	no	NA	12500	5000	25000	weaker	yes	low	moderate	low	moderate	yes	Republic of Chechnya	moderate	secessionist conflict	explicit	minor	some	Georgia	alleged	military	Georgia	no	NA		no	2	NA	0		NSA.3.3-1540
NSA.3.4-1549	206	348	Russia	RUS	Republic of Chechnya	1999-08-07	2007-12-31	3090	3090.2	3090.2-1	0	no	NA	15500	5000	25000	weaker	yes	low	moderate	low	moderate	yes	Republic of Chechnya	moderate	secessionist conflict	explicit	minor	some	Georgia	alleged	military	Georgia	no	NA		no	6	NA	1	NSA.3.4-1546	NSA.3.3-1543
NSA.3.4-1552	207	375	Yemen	YEM	Democratic Republic of Yemen	1994-04-27	1994-07-07	3100	3100	3100-1	0	explicit link	yes	27500	27500	27500	weaker	yes	high	moderate	moderate	moderate	yes	Democratic Republic of Yemen (former South Yemen)	high	secessionist conflict	no	no	no		explicit	military	Saudi Arabia	explicit	military	Iraq; possibly Jordan	no	4	1	0		NSA.3.3-1546
NSA.3.4-1555	209	340	Pakistan	PAK	MQM	1990-01-01	1990-12-31	NA	NA	NA	0	explicit link	yes	NA	NA	NA	weaker	yes	low	low	low	low	no	NA	NA	ethnic conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1549
NSA.3.4-1558	209	340	Pakistan	PAK	MQM	1995-01-01	1996-12-13	3120	3120	3120-1	0	explicit link	yes	160	160	160	much weaker	yes	low	high	low	low	no	NA	NA	ethnic conflict	no	no	no		no	NA		no	NA		no	5	NA	1	NSA.3.4-1555	NSA.3.3-1552
NSA.3.4-1561	209	721	Pakistan	PAK	TNSM	2007-07-04	2007-12-31	NA	NA	NA	0	no	NA	5000	5000	5000	parity	no	NA	moderate	moderate	moderate	yes	Swat	moderate	islamist	tacit	no	some	Afghanistan	no	NA	NA	no	NA	NA	no	6.1	NA	0		NSA.3.3-1555
NSA.3.4-1564	209	768	Pakistan	PAK	TTP	2008-01-01	2011-12-31	NA	NA	NA	0	no	NA	6000	5000	8000	parity	no	NA	moderate	moderate	moderate	no	NA	NA	islamist	tacit	no	some	Afghanistan	no	NA	NA	no	NA	NA	no	NA	NA	1	NSA.3.4-1561	NSA.3.3-1558
NSA.3.4-1567	212	113	Niger	NIR	FDR	1995-07-10	1995-12-31	3150	3150	3150-1	0	NA	NA	NA	NA	NA	weaker	yes	NA	moderate	NA	moderate	NA	NA	NA	ethnic conflict	no	no	no		alleged	non-military	Chad	alleged	military	Chad	no	5	NA	0		NSA.3.3-1561
NSA.3.4-1570	213	35	Comoros	COM	MPA	1997-09-03	1997-09-07	3160	3160	3160-1	0	no	NA	NA	NA	NA	stronger	yes	NA	NA	NA	NA	yes	Anjouan	high	secessionist conflict	no	no	no		no	NA		no	NA		no	3	NA	0		NSA.3.3-1564
NSA.3.4-1573	214	36	Congo	CON	Ninjas	1993-11-11	1993-12-31	NA	NA	NA	0	explicit link	yes	1400	1000	1500	weaker	yes	high	low	low	moderate	no	NA	NA	NA	no	no	no	NA	no	NA	NA	no	NA	NA	no	3	NA	0		NSA.3.3-1567
NSA.3.4-1576	214	36	Congo-Brazzaville, Angola, Chad	CON	Ninjas	1998-12-14	1999-12-29	3170	3170	3170-3	0	acknowledged link	no	1000	1000	1000	weaker	yes	low	low	low	moderate	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	Angola 	no	5	NA	1	NSA.3.4-1573	NSA.3.3-1570
NSA.3.4-1579	214	37	Congo-Brazzaville, Angola, Chad	CON	Cocoyes	1997-10-18	1999-12-29	3170	3170	3170-4	0	acknowledged link	no	1000	1000	1000	weaker	yes	low	low	low	moderate	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	Angola 	no	5	NA	0		NSA.3.3-1573
NSA.3.4-1582	214	38	Congo-Brazzaville, Angola, Chad	CON	Ntsiloulous	1998-12-14	2002-12-31	3170	3170	3170-5	0	no	NA	1750	500	3000	weaker	yes	moderate	low	low	moderate	no	NA	NA	civil war	no	no	no		no	NA		explicit	troops	Angola 	no	2	NA	0		NSA.3.3-1576
NSA.3.4-1585	214	189	Congo-Brazzaville	CON	FDU	1997-06-05	1997-10-15	3170	3170	3170-1	0	explicit link	yes	2250	1500	3000	weaker	yes	moderate	moderate	NA	moderate	no	NA	NA	civil war	no	no	no		explicit	troops	Angola	no	NA		no	4	2	0		NSA.3.3-1579
NSA.3.4-1588	216	58	Guinea-Bissau, Senegal, Guinea	GNB	Military Junta for the Consolidation of Democracy, Peace and Justice	1998-06-07	1999-05-07	3190	3190	3190-1	0	no	NA	4500	3000	6000	stronger	yes	high	high	high	high	no	NA	NA	coup d'etat	no	no	no		no	NA		explicit	troops	Senegal; Guinea	no	4	2	0		NSA.3.3-1582
NSA.3.4-1591	217	92	Lesotho	LES	Military Faction	1998-09-04	1998-09-24	3200	3200	3200-1	0	no	NA	1800	1800	1800	parity	yes	moderate	moderate	high	moderate	no	NA	NA	coup d'etat	no	no	no		no	NA		explicit	troops	SADC; South Africa; Botswana	no	4	1	0		NSA.3.3-1585
NSA.3.4-1594	218	295	Yugoslavia	YUG	UCK	1998-02-28	1999-06-03	3210	3210	3210-1	0	no	NA	9000	5000	30000	weaker	yes	high	high	moderate	low	yes	parts of Kosovo	moderate	secessionist conflict	explicit	minor	some	Albania	explicit	troops	Albania; NATO	no	NA		no	1	NA	0		NSA.3.3-1588
NSA.3.4-1597	219	55	Ethiopia	ETH	OLF	1977-01-01	1995-12-31	1700	1700.2	1700.2-2	0	explicit link	no	7000	7000	7000	much weaker	yes	moderate	low	low	low	yes	Parts of Oromiya	low	civil war	no	no	some	Somalia	no	NA		explicit	military	USSR; Cuba; Israel	no	NA	NA	0		NSA.3.3-1591
NSA.3.4-1600	219	55	Ethiopia	ETH	OLF	1996-01-01	2011-12-31	3220	3220	3220-1	0	explicit link	no	7000	7000	7000	weaker	yes	moderate	moderate	NA	low	yes	Much of southern and eastern Ethiopia	moderate	secessionist conflict	no	no	no		no	NA	no	no	NA		no	5	NA	1	NSA.3.4-1597	NSA.3.3-1594
NSA.3.4-1603	220	368	Russia	RUS	Wahhabi movement of the Buinaksk district	1999-08-10	1999-09-24	3230	3230	3230-1	0	no	NA	1000	1000	1000	weaker	NA	NA	low	low	low	yes	Republic of Dagestan	low	secessionist conflict	tacit	NA	no		no	NA	no	no	NA		no	4	1	0		NSA.3.3-1597
NSA.3.4-1606	221	363	Uzbekistan, Kyrgyzstan	UZB	MIU	1999-02-16	2000-12-31	3240	3240	3240-1	0	no	NA	700	500	900	weaker	yes	moderate	moderate	low	low	no	NA	NA	civil war	tacit	alleged	some	Kyrgyzstan; Afghanistan; Iran; Pakistan; Tajikistan; Uzbekistan	alleged	non-military	Saudi Arabia	explicit	military	USA	no	5	NA	0		NSA.3.3-1600
NSA.3.4-1609	221	444	Uzbekistan	UZB	JIG	2004-01-01	2004-12-31	NA	NA	NA	0	no	NA	400	350	400	weaker	no	NA	low	low	low	no	NA	NA	islamist	tacit	no	no	Kazakhstan	no	NA	NA	no	NA	NA	no	5	NA	1	NSA.3.4-1606	NSA.3.3-1603
NSA.3.4-1612	222	17	Central African Republic, Libya	CEN	Military faction (forces of André Kolingba)	2001-05-28	2001-06-06	3250	3250	3250-1	0	no	NA	600	600	600	weaker	NA	NA	NA	NA	low	no	NA	NA	coup d'etat	no	major	no		no	NA		explicit	troops	Libya	minor	4	1	0		NSA.3.3-1606
NSA.3.4-1615	222	287	Central African Republic, Libya	CEN	Faction of Francois Bozize	2002-09-20	2002-12-31	3250	3250	3250-2	0	no	NA	1000	1000	1000	weaker	yes	high	high	NA	high	no	NA	NA	civil war	no	no	some	Chad	alleged	military	Chad	explicit	troops	Libya	major	4	2	0		NSA.3.3-1609
NSA.3.4-1618	222	628	Central African Republic	CEN	UFDR	2006-10-30	2006-12-31	NA	NA	NA	0	no	NA	200	150	200	weaker	yes	NA	NA	NA	NA	no	NA	NA	ethnic conflict	no	no	no	NA	no	NA	NA	explicit	military	France	no	5	NA	0		NSA.3.3-1612
NSA.3.4-1621	222	782	Central African Republic	CEN	CPJP	2009-06-12	2011-12-31	NA	NA	NA	0	no	no	3000	3000	3000	parity	yes	NA	NA	NA	NA	no	NA	NA	NA	no	alleged	no	NA	no	NA	NA	explicit	military	France,Chad	no	NA	NA	0		NSA.3.3-1615
NSA.3.4-1624	223	341	Macedonia	MAC	National Liberation Army (UCK)	2001-01-22	2001-08-12	3260	3260	3260-1	0	alleged link	yes	1150	300	2000	much weaker	yes	moderate	low	low	low	no	NA	NA	ethnic conflict	explicit	major	some	Yugoslavia	no	NA		explicit	military	NATO	no	1	NA	0		NSA.3.3-1618
NSA.3.4-1627	224	360	USA, Australia, Canada, France, Germany, Italy, Japan, Jordan, Netherlands, Poland	USA	al-Qaida [The Base]	2001-09-11	2011-12-31	3270	3270	3270-1	1	no	NA	NA	NA	NA	much weaker	yes	moderate	moderate	low	low	no	NA	NA	terrorist	explicit	major	extensive	multiple	NA	NA		explicit	troops	several coalition members	no	5	NA	0		NSA.3.3-1621
NSA.3.4-1630	225	89	Cote D’Ivoire	CDI	MPCI	2002-09-19	2002-12-31	3280	3280	3280-1	0	explicit link	yes	8500	7000	10000	parity	yes	high	moderate	moderate	moderate	yes	northern and central Cote D'Ivoire	low	civil war	NA	no	no		alleged	military	Burkina Faso; Liberia	alleged	military	Angola; Ghana; France	no	6.1	NA	0		NSA.3.3-1624
NSA.3.4-1633	225	91	Cote D’Ivoire	CDI	MPIGO	2002-11-11	2003-12-31	3280	3280	3280-3	0	no	NA	NA	NA	NA	much weaker	yes	moderate	low	moderate	moderate	yes	western Cote D'Ivoire	low	civil war	NA	alleged	no		alleged	military	Burkina Faso; Liberia	alleged	military	Angola; Ghana; France	no	6.1	NA	0		NSA.3.3-1627
NSA.3.4-1636	225	245	Cote D’Ivoire	CDI	MJP	2002-12-03	2003-12-31	3280	3280	3280-2	0	no	NA	300	300	300	much weaker	yes	moderate	low	moderate	moderate	yes	western Cote D'Ivoire	low	civil war	NA	alleged	no		alleged	military	Burkina Faso; Liberia	alleged	military	Angola; Ghana; France	no	6.1	NA	0		NSA.3.3-1630
NSA.3.4-1639	225	439	Cote D’Ivoire	CDI	FRCI	2004-06-07	2004-12-31	NA	NA	NA	0	explicit link	yes	25000	25000	25000	parity	yes	high	moderate	moderate	moderate	yes	northern and central Cote D'Ivoire	low	civil war	NA	alleged	no	NA	alleged	military	Bukina Faso,; Liberia	alleged	military	Angola; Ghana; France	no	5	NA	1	NSA.3.4-1627,NSA.3.4-1630,NSA.3.4-1633	NSA.3.3-1633
NSA.3.4-1642	225	820	Ivory Coast	CDI	FDSI-CI	2011-01-11	2011-12-31	NA	NA	NA	0	no	NA	500	500	500	weaker	yes	moderate	low	moderate	moderate	yes	Northern parts of Abidjan	moderate	civil war	no	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	0		NA
NSA.3.4-1645	227	309	India	IND	ABSU	1989-03-16	1990-12-31	3310	3310	3310-1	0	explicit link	yes	NA	NA	NA	much weaker	yes	moderate	moderate	low	low	no	NA	NA	ethnic conflict	no	no	no		no	NA		no	NA		no	5	NA	0		NSA.3.3-1636
NSA.3.4-1648	227	313	India	IND	BDSF/NDFB	1992-11-21	2004-12-31	3310	3310	3310-2	0	no	NA	1500	600	3500	much weaker	yes	moderate	moderate	low	low	no	NA	NA	secessionist conflict	no	no	no		no	NA		no	NA		no	3	NA	0		NSA.3.3-1639
NSA.3.4-1651	227	785	India	IND	NDFB – RD	2009-01-13	2010-12-31	NA	NA	NA	0	no	NA	100	100	100	much weaker	yes	moderate	low	low	low	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	1	NSA.3.4-1648	NSA.3.3-1642
NSA.3.4-1654	228	321	Myanmar	MYA	UWSA	1997-03-16	1997-12-31	3320	3320	3320-1	0	no	NA	12000	12000	12000	much weaker	yes	moderate	low	low	low	yes	Wa region	moderate	autonomy conflict	no	no	some	Thailand	explicit	non-military	China	no	NA		no	2	NA	0		NSA.3.3-1645
NSA.3.4-1657	248	472	Thailand	THI	Patani insurgents	2003-01-01	2011-12-31	NA	NA	NA	0	no	NA	3000	300	5000	weaker	no	NA	moderate	moderate	moderate	no	NA	NA	secessionist conflict	NA	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	0		NSA.3.3-1648
NSA.3.4-1660	249	446	Nigeria	NIG	Ahlul Sunnah Jamaa	2004-01-01	2004-12-31	NA	NA	NA	0	no	NA	1000	200	2000	weaker	no	NA	NA	NA	NA	no	NA	NA	NA	NA	NA	NA	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1651
NSA.3.4-1663	250	473	Nigeria	NIG	NDPVF	2004-06-04	2004-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	weaker	yes	moderate	NA	NA	NA	no	NA	NA	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1654
NSA.3.4-1666	251	643	Israel	ISR	Hezbollah	1990-11-09	1999-12-31	1370	1370.1	1370.1-4	0	no	NA	3000	300	3500	much weaker	yes	moderate	low	low	low	no	NA	NA	terrorist	explicit	major	some	Lebanon; Europe; others	explicit	military	Iran; Syria	explicit	military	USA	minor	5	NA	0		NSA.3.3-1657
NSA.3.4-1669	251	643	Israel	ISR	Hezbollah	2006-01-01	2006-12-31	1370	1370.1	1370.1-4	0	no	NA	3000	300	3500	much weaker	yes	moderate	low	low	low	no	NA	NA	terrorist	explicit	major	some	Lebanon; Europe; others	explicit	military	Iran; Syria	explicit	military	USA	minor	5	NA	1	NSA.3.4-1666	NSA.3.3-1660
NSA.3.4-1672	253	745	Mauritania	MAA	POLISARIO	1975-12-10	1978-12-31	2350	2350	2350-1	0	no	NA	10000	5000	15000	weaker	yes	moderate	moderate	low	low	yes	Parts of Western Sahara	moderate	secessionist conflict	no	no	extensive	Algeria	explicit	military	Algeria; N. Korea; Libya	explicit	military	USA 	no	5	NA	0		NSA.3.3-1663
NSA.3.4-1675	254	651	Democratic Republic of Congo (Zaire)	DRC	BDK	2007-1-1	2008-2-28	NA	NA	NA	0	explicit link	yes	NA	NA	NA	weaker	yes	high	moderate	low	low	yes	villages in Kongo Kingdom	high	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	0		NSA.3.3-1666
NSA.3.4-1678	254	651	Democratic Republic of Congo (Zaire)	DRC	BDK	2008-3-1	2008-12-31	NA	NA	NA	0	explicit link	no	NA	NA	NA	weaker	yes	high	moderate	low	low	yes	villages in Kongo Kingdom	high	secessionist conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	1	NSA.3.4-1675	NSA.3.3-1669
NSA.3.4-1681	255	749	Niger	NIR	MNJ	2007-01-01	2008-12-31	NA	NA	NA	0	no	NA	700	700	700	weaker	yes	low	moderate	low	low	yes	Parts of Eastern Niger	moderate	civil war	no	no	no	NA	alleged	NA	Libya	explicit	military	France	no	5	NA	1	NSA.3.4-1684	NSA.3.3-1672
NSA.3.4-1684	255	761	Niger	NIR	FLAA	1991-12-01	1992-12-31	2800	2800.1	2800.1-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	low	low	yes	Parts of Eastern Niger	moderate	civil war	no	no	no	NA	no	NA	NA	explicit	non-military	France	no	5	NA	0		NSA.3.3-1678
NSA.3.4-1687	255	762	Niger	NIR	UFRA	1997-11-29	1997-11-29	2800	2800.2	2800.2-1	0	no	NA	NA	NA	NA	weaker	yes	moderate	moderate	low	low	yes	Parts of Eastern Niger	moderate	civil war	no	no	no	NA	no	NA	NA	explicit	military	China, Libya	no	1	NA	1	NSA.3.4-1684	NSA.3.3-1675
NSA.3.4-1690	257	773	Russia	RUS	Forces of the Caucasus Emirate	2007-10-09	2011-12-31	NA	NA	NA	0	explicit link	no	400	400	500	much weaker	no	NA	NA	NA	NA	no	NA	NA	islamist	NA	no	no	NA	no	NA	NA	no	NA	NA	no	NA	NA	0		NSA.3.3-1681
NSA.3.4-1693	258	765	India	IND	DHD – BW	2008-01-01	2008-12-31	NA	NA	NA	0	no	NA	373	300	373	much weaker	yes	moderate	low	low	low	yes	Parts of Dimasa area	moderate	autonomy conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1684
NSA.3.4-1696	259	772	India	IND	PULF	2008-11-09	2008-12-31	NA	NA	NA	0	no	NA	110	75	150	much weaker	yes	NA	low	low	low	no	NA	NA	autonomy conflict	no	no	no	NA	no	NA	NA	no	NA	NA	no	5	NA	0		NSA.3.3-1687
NSA.3.4-1699	261	796	Ethiopia	ETH	SALF	1977-01-01	1980-12-31	NA	NA	NA	0	no	NA	NA	NA	NA	weaker	yes	NA	NA	NA	NA	no	NA	NA	secessionist conflict	tacit	major	some	Somalia	alleged	military	Somalia	explicit	military	Cuba; Libya; USSR	no	5	NA	0		NSA.3.3-1690
NSA.3.4-1702	262	791	Ethiopia	ETH	SLM	1983-04-01	1983-12-31	NA	NA	NA	0	NA	NA	NA	NA	NA	much weaker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	alleged	military	Somalia	NA	NA	NA	NA	5	NA	0		NSA.3.3-1693
